Text,Topics,Source
" Textual AmendmentsF236Sch. 1 para. 9 omitted (1.10.2015) by virtue of Consumer Rights Act 2015 (c. 15), s. 100(5), Sch. 6 para. 65(2)(a); S.I. 2015/1630, art. 3(i) (with art. 8)Theft Act 1968 (c. 60)U.K.10The power of seizure conferred by section 26(3) of the Theft Act 1968 (seizure of goods suspected of being stolen).","['0.100*""act"" + 0.075*""theft"" + 0.075*""para"" + 0.075*""seizure"" + 0.075*""art""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Gaming Act 1968 (c. 65)U.K.11F237. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.500*""gaming"" + 0.500*""act""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF237Sch. 1 para. 11 repealed (1.9.2007) by Gambling Act 2005 (c. 19), ss. 356, 358, Sch. 16 para. 18(1)(a)(2), Sch. 17 (with ss. 352, 354, Sch. 16 para. 21); S.I. 2006/3272, art. 2(4) (with transitional provisions in art. 6, Sch. 4)Theft Act (Northern Ireland) 1969 (c. 16 (N.I.))U.K.12The power of seizure conferred by section 25(3) of the Theft Act (Northern Ireland) 1969 (seizure of goods suspected of being stolen).","['0.094*""sch"" + 0.075*""act"" + 0.075*""para"" + 0.057*""art"" + 0.057*""northern""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Taxes Management Act 1970 (c. 9)U.K.13F238. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.333*""act"" + 0.333*""management"" + 0.333*""taxes""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF238Sch. 1 para. 13 repealed (1.12.2007) by Finance Act 2007 (c. 11), ss. 84, 114, Sch. 22 para. 13(2)(a), Sch. 27 Pt. 5(1); S.I. 2007/3166, art. 3(a)Misuse of Drugs Act 1971 (c. 38)U.K.14Each of the powers of seizure conferred by the provisions of section 23(2) and (3) of the Misuse of Drugs Act 1971 (power to search for and seize controlled drugs and related documents).","['0.078*""drugs"" + 0.078*""act"" + 0.059*""para"" + 0.059*""sch"" + 0.059*""misuse""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Immigration Act 1971 (c. 77)U.K.15Each of the powers of seizure conferred by the provisions of sections 28D(3), 28E(5) and 28F(6) of the Immigration Act 1971 (seizure of evidence of offences under that Act).","['0.182*""act"" + 0.136*""seizure"" + 0.136*""immigration"" + 0.091*""powers"" + 0.091*""provisions""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Fair Trading Act 1973 (c. 41)U.K.F23916. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.333*""fair"" + 0.333*""trading"" + 0.333*""act""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF239Sch. 1 para. 16 omitted (1.10.2015) by virtue of Consumer Rights Act 2015 (c. 15), s. 100(5), Sch. 6 para. 65(2)(b); S.I. 2015/1630, art. 3(i) (with art. 8)Biological Weapons Act 1974 (c. 6)U.K.17Each of the powers of seizure conferred by the provisions of section 4(1)(b), (c) and (d) of the Biological Weapons Act 1974 (seizures under a warrant).","['0.085*""act"" + 0.064*""art"" + 0.064*""biological"" + 0.064*""para"" + 0.064*""weapons""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Prices Act 1974 (c. 24)U.K.F24018. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.500*""prices"" + 0.500*""act""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF240Sch. 1 para. 18 omitted (1.10.2015) by virtue of Consumer Rights Act 2015 (c. 15), s. 100(5), Sch. 6 para. 65(2)(c); S.I. 2015/1630, art. 3(i) (with art. 8)F24118AU.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Textual AmendmentsF241Sch. 1 para. 18A omitted (26.7.2013 for specified purposes, 1.4.2014 in so far as not already in force) by virtue of The Financial Services and Markets Act 2000 (Regulated Activities) (Amendment) (No.2) Order 2013 (S.I. 2013/1881), art. 1(2)(6), Sch. para. 7Consumer Credit Act 1974 (c. 39)U.K.F24219. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.089*""para"" + 0.071*""art"" + 0.071*""act"" + 0.054*""sch"" + 0.054*""virtue""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF242Sch. 1 para. 19 omitted (1.10.2015) by virtue of Consumer Rights Act 2015 (c. 15), s. 100(5), Sch. 6 para. 65(2)(d); S.I. 2015/1630, art. 3(i) (with art. 8)Lotteries and Amusements Act 1976 (c. 32)U.K.20F243. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.120*""act"" + 0.120*""para"" + 0.120*""art"" + 0.080*""sch"" + 0.080*""omitted""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF243Sch. 1 para. 20 repealed (1.9.2007) by Gambling Act 2005 (c. 19), ss. 356, 358, Sch. 16 para. 18(1)(a)(2), Sch. 17 (with ss. 352, 354, Sch. 16 para. 21); S.I. 2006/3272, art. 2(4) (with transitional provisions in art. 6, Sch. 4)Protection of Children Act 1978 (c. 37)U.K.21The power of seizure conferred by section 4(2) of the Protection of Children Act 1978 (seizure of indecent photographs or pseudo-photographs of children).","['0.102*""sch"" + 0.082*""children"" + 0.082*""para"" + 0.082*""act"" + 0.061*""ss""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Protection of Children (Northern Ireland) Order 1978 (S.I. 1978 1047 (N.I. 17))U.K.22The power of seizure conferred by Article 4(1) of the Protection of Children (Northern Ireland) Order 1978 (seizure of indecent photographs or pseudo-photographs of children).,"['0.138*""children"" + 0.103*""seizure"" + 0.103*""northern"" + 0.103*""protection"" + 0.103*""ireland""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Customs and Excise Management Act 1979 (c. 2)U.K.23The power of seizure conferred by section 118C(4) of the Customs and Excise Management Act 1979 (seizure of evidence of fraud offences).,"['0.111*""act"" + 0.111*""excise"" + 0.111*""management"" + 0.111*""seizure"" + 0.111*""customs""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Estate Agents Act 1979 (c. 38)U.K.F24424. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.333*""act"" + 0.333*""estate"" + 0.333*""agents""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF244Sch. 1 para. 24 omitted (1.10.2015) by virtue of Consumer Rights Act 2015 (c. 15), s. 100(5), Sch. 6 para. 65(2)(e); S.I. 2015/1630, art. 3(i) (with art. 8)Indecent Displays (Control) Act 1981 (c. 42)U.K.25The power of seizure conferred by section 2(3) of the Indecent Displays (Control) Act 1981 (seizure of indecent matter believed to have been used in the commission of an offence under that Act).","['0.093*""act"" + 0.074*""indecent"" + 0.056*""art"" + 0.056*""displays"" + 0.056*""control""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Forgery and Counterfeiting Act 1981 (c. 45)U.K.26Each of the powers of seizure conferred by the provisions of sections 7(1) and 24(1) of the Forgery and Counterfeiting Act 1981 (seizure of forgeries and counterfeits and of things used for making them etc.).,"['0.094*""counterfeiting"" + 0.094*""act"" + 0.094*""forgery"" + 0.094*""seizure"" + 0.063*""provisions""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Betting and Gaming Duties Act 1981 (c. 63)U.K.F24527. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.250*""act"" + 0.250*""betting"" + 0.250*""duties"" + 0.250*""gaming""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF245Sch. 1 para. 27 omitted (1.12.2014) by virtue of Finance Act 2014 (c. 26), s. 198(2)(c), Sch. 28 para. 21 (with Sch. 29)28U.K.F246. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Textual AmendmentsF246Sch. 1 para. 28 repealed (1.12.2007) by Finance Act 2007 (c. 11), ss. 84, 114, Sch. 22 para. 13(2)(b), Sch. 27 Pt. 5(1); S.I. 2007/3166, art. 3(a)29U.K.F247. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Textual AmendmentsF247Sch. 1 para. 29 repealed (1.12.2007) by Finance Act 2007 (c. 11), ss. 84, 114, Sch. 22 para. 13(2)(c), Sch. 27 Pt. 5(1); S.I. 2007/3166, art. 3(a)Firearms (Northern Ireland) Order 2004 (S.I. 2004) (N.I. ))U.K.[F24830The power of seizure conferred by Article 52 of the Firearms (Northern Ireland) Order 2004 (seizure of firearms, etc.).]","['0.104*""para"" + 0.104*""sch"" + 0.060*""finance"" + 0.060*""firearms"" + 0.060*""act""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF248Sch. 1 para. 30 substituted (1.2.2005) by The Firearms (Northern Ireland) Order 2004 (S.I. 2004/702 (N.I. 3)), arts. 1, 82(1), Sch. 7 para. 25(a) (with art. 81); S.R. 2005/4, art. 3 (with arts. 4-7)Weights and Measures (Northern Ireland) Order 1981 (S.I. 1981 231 (N.I. 10))U.K.31[F249The power of seizure conferred by paragraph 4 of Schedule 9 to the Weights and Measures (Northern Ireland) Order 1981.]","['0.089*""northern"" + 0.089*""ireland"" + 0.089*""order"" + 0.067*""measures"" + 0.067*""art""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF249Sch. 1 para. 31 omitted (N.I.) (1.11.2011) by virtue of The Weights and Measures (Packaged Goods) Regulations (Northern Ireland) 2011 (S.R. 2011/331), reg. 1, Sch. 1 para. 20(a) (with reg. 3)F25032U.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Textual AmendmentsF250Sch. 1 paras. 32, 40, 43 repealed (1.12.2001) by S.I. 2001/3649, arts. 1, 364(e)Dogs (Northern Ireland) Order 1983 (S.I. 1983 764 (N.I. 8))U.K.33The power of seizure conferred by Article 25C(2) of the Dogs (Northern Ireland) Order 1983 (seizure of evidence of offences).","['0.068*""northern"" + 0.068*""ireland"" + 0.051*""order"" + 0.051*""para"" + 0.051*""seizure""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Video Recordings Act 1984 (c. 39)U.K.34The power of seizure conferred by section 17(2) of the Video Recordings Act 1984 (seizure of evidence of offences under that Act).,"['0.174*""act"" + 0.130*""seizure"" + 0.130*""video"" + 0.130*""recordings"" + 0.087*""evidence""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Companies Act 1985 (c. 6)U.K.35The power of seizure conferred by section 448(3) of the Companies Act 1985 (seizure of documents which have not been produced in compliance with a requirement etc.).,"['0.120*""act"" + 0.120*""seizure"" + 0.120*""companies"" + 0.080*""documents"" + 0.080*""produced""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Weights and Measures Act 1985 (c. 72)U.K.F25136. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.333*""measures"" + 0.333*""weights"" + 0.333*""act""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF251Sch. 1 para. 36 omitted (1.10.2015) by virtue of Consumer Rights Act 2015 (c. 15), s. 100(5), Sch. 6 para. 65(2)(f); S.I. 2015/1630, art. 3(i) (with art. 8)37U.K.F252. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Textual AmendmentsF252Sch. 1 para. 37 omitted (E.W.S.) (6.4.2006) by virtue of The Weights and Measures (Packaged Goods) Regulations 2006 (S.I. 2006/659), reg. 1(2), Sch. 1 Pt. 2(27)(b) (with reg. 21)Betting, Gaming, Lotteries and Amusements (Northern Ireland) Order 1985 (S.I. 1985 1204 (N.I. 11))U.K.38The power of seizure conferred by Article 180(4) of the Betting, Gaming, Lotteries and Amusements (Northern Ireland) Order 1985 (seizure of evidence of offences under that Order).","['0.051*""para"" + 0.051*""order"" + 0.038*""sch"" + 0.038*""reg"" + 0.038*""amusements""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Protection of Military Remains Act 1986 (c. 35)U.K.39The power of seizure conferred by section 6(3) of the Protection of Military Remains Act 1986 (seizure of evidence of offences under that Act etc.),"['0.143*""act"" + 0.107*""protection"" + 0.107*""military"" + 0.107*""remains"" + 0.107*""seizure""']",Criminal Justice and Police Act 2001 (c. 16).csv
" F25340U.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Textual AmendmentsF253Sch. 1 paras. 32, 40, 43 repealed (1.12.2001) by S.I. 2001/3649, arts. 1, 364(e)Greater London Council (General Powers) Act 1986 (c. iv)U.K.41Any power of seizure conferred by virtue of section 12 of the Greater London Council (General Powers) Act 1986 (seizure of items which may be subject to forfeiture).","['0.064*""london"" + 0.064*""powers"" + 0.064*""general"" + 0.064*""council"" + 0.064*""act""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Companies (Northern Ireland) Order 1986 (S.I. 1986 1032 (N.I. 6))U.K.F25442. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,"['0.250*""order"" + 0.250*""companies"" + 0.250*""northern"" + 0.250*""ireland""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF254Sch. 1 para. 42 omitted (1.10.2009) by virtue of The Companies Act 2006 (Consequential Amendments, Transitional Provisions and Savings) Order 2009 (S.I. 2009/1941), art. 1(2), Sch. 1 para. 189(7) (with art. 10)F25543U.K.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Textual AmendmentsF255Sch. 1 paras. 32, 40, 43 repealed (1.12.2001) by S.I. 2001/3649, arts. 1, 364(e)Criminal Justice Act 1987 (c. 38)U.K.44The power of seizure conferred by section 2(5) of the Criminal Justice Act 1987 (seizure of documents for the purposes of an investigation under section 1 of that Act).","['0.079*""act"" + 0.048*""para"" + 0.048*""criminal"" + 0.048*""seizure"" + 0.048*""art""']",Criminal Justice and Police Act 2001 (c. 16).csv
 Consumer Protection Act 1987 (c. 43)U.K.45Each of the powers of seizure conferred by the provisions of section [F25629(4)] of the Consumer Protection Act 1987 (seizure for the purposes of ascertaining whether safety provisions have been contravened etc.).,"['0.091*""act"" + 0.091*""seizure"" + 0.091*""provisions"" + 0.091*""protection"" + 0.091*""consumer""']",Criminal Justice and Police Act 2001 (c. 16).csv
" Textual AmendmentsF256Word in Sch. 1 para. 45 substituted (1.10.2015) by Consumer Rights Act 2015 (c. 15), s. 100(5), Sch. 6 para. 65(3); S.I. 2015/1630, art. 3(i)Consumer Protection (Northern Ireland) Order 1987 (S.I. 1987 2049 (N.I. 20))U.K.F25746. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","['0.111*""para"" + 0.111*""sch"" + 0.111*""consumer"" + 0.074*""northern"" + 0.074*""protection""']",Criminal Justice and Police Act 2001 (c. 16).csv
